mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.8621934175491333,0.12891691340271902,0.03180630207061767,0.010276437969427848,1,1,linear,"{'C': 1, 'gamma': 1, 'kernel': 'linear'}",0.9611510791366906,0.9568345323741008,0.9741007194244604,0.9409221902017291,0.9481268011527377,0.9582132564841499,0.9610951008645533,0.9538904899135446,0.9582132564841499,0.9553314121037464,0.9567878838139862,0.008237962172321322,15
9.94723699092865,0.47267790851360925,0.6309406757354736,0.025271370681561853,1,1,rbf,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.6503597122302158,0.6402877697841727,0.6546762589928058,0.6613832853025937,0.6556195965417867,0.6469740634005764,0.6585014409221902,0.6556195965417867,0.6556195965417867,0.6570605187319885,0.6536101838989903,0.0058445737565361805,40
0.5948322772979736,0.08235219287153855,0.024704670906066893,0.003466582279257663,1,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.9611510791366906,0.9568345323741008,0.9741007194244604,0.9409221902017291,0.9481268011527377,0.9582132564841499,0.9610951008645533,0.9538904899135446,0.9582132564841499,0.9553314121037464,0.9567878838139862,0.008237962172321322,15
1.2802874326705933,0.18863526393477467,0.17514207363128662,0.021461638762275394,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9640287769784173,0.9654676258992806,0.9841726618705036,0.9654178674351584,0.9567723342939481,0.9654178674351584,0.9668587896253602,0.9596541786743515,0.968299711815562,0.9567723342939481,0.9652862148321688,0.0073931922533445335,6
0.5494229316711425,0.06897090926467726,0.02350606918334961,0.002459913734828407,1,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.9611510791366906,0.9568345323741008,0.9741007194244604,0.9409221902017291,0.9481268011527377,0.9582132564841499,0.9610951008645533,0.9538904899135446,0.9582132564841499,0.9553314121037464,0.9567878838139862,0.008237962172321322,15
0.6338417768478394,0.04080126394574723,0.15053353309631348,0.01766255462583319,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9568345323741008,0.9553956834532374,0.9741007194244604,0.9495677233429395,0.9553314121037464,0.9596541786743515,0.9582132564841499,0.946685878962536,0.9538904899135446,0.952449567723343,0.9562123442456409,0.007015183228838701,25
0.5257182121276855,0.028751458984526045,0.028206992149353027,0.007068820146537762,1,0.001,linear,"{'C': 1, 'gamma': 0.001, 'kernel': 'linear'}",0.9611510791366906,0.9568345323741008,0.9741007194244604,0.9409221902017291,0.9481268011527377,0.9582132564841499,0.9610951008645533,0.9538904899135446,0.9582132564841499,0.9553314121037464,0.9567878838139862,0.008237962172321322,15
1.3336990594863891,0.061570561600060046,0.27926201820373536,0.02631773373922677,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.9122302158273381,0.9122302158273381,0.9223021582733812,0.9034582132564841,0.9034582132564841,0.9236311239193083,0.9149855907780979,0.9063400576368876,0.9164265129682997,0.909221902017291,0.9124284203760912,0.0067370086391172175,34
0.6131374597549438,0.07498293529481248,0.026206088066101075,0.003945769485396002,1,0.0001,linear,"{'C': 1, 'gamma': 0.0001, 'kernel': 'linear'}",0.9611510791366906,0.9568345323741008,0.9741007194244604,0.9409221902017291,0.9481268011527377,0.9582132564841499,0.9610951008645533,0.9538904899135446,0.9582132564841499,0.9553314121037464,0.9567878838139862,0.008237962172321322,15
2.799628186225891,0.30833358853233483,0.3932864427566528,0.026220623639587014,1,0.0001,rbf,"{'C': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.814388489208633,0.8201438848920863,0.8172661870503597,0.8198847262247838,0.8126801152737753,0.8314121037463977,0.8112391930835735,0.8025936599423631,0.8040345821325648,0.7910662824207493,0.8124709223975287,0.010619465613018112,36
1.188665771484375,0.14416099075584526,0.019504761695861815,0.0019625525936848333,10,1,linear,"{'C': 10, 'gamma': 1, 'kernel': 'linear'}",0.962589928057554,0.958273381294964,0.9741007194244604,0.9481268011527377,0.9567723342939481,0.962536023054755,0.9596541786743515,0.9553314121037464,0.9610951008645533,0.9510086455331412,0.958948852445421,0.00677680759698649,10
9.05573058128357,0.4260230882120491,0.7026569604873657,0.08905303303256011,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.6762589928057554,0.6676258992805756,0.6820143884892086,0.69164265129683,0.6873198847262247,0.6786743515850144,0.6858789625360231,0.6873198847262247,0.6844380403458213,0.6887608069164265,0.6829933862708104,0.006760531702112757,37
1.3347986698150636,0.072786390663859,0.022805452346801758,0.005583702798870987,10,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.962589928057554,0.958273381294964,0.9741007194244604,0.9481268011527377,0.9567723342939481,0.962536023054755,0.9596541786743515,0.9553314121037464,0.9610951008645533,0.9510086455331412,0.958948852445421,0.00677680759698649,10
1.2961902856826781,0.09308439972094486,0.21384816169738768,0.02713787585344912,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9654676258992806,0.9683453237410072,0.9769784172661871,0.9610951008645533,0.9610951008645533,0.9639769452449568,0.968299711815562,0.9582132564841499,0.9755043227665706,0.968299711815562,0.966727551676238,0.005785913870682514,4
