mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.4365418434143067,0.12184172981130832,0.7466730594635009,0.08865577089438831,10,0.0001,rbf,"{'C': 10, 'gamma': 0.0001, 'kernel': 'rbf'}",0.8554633471645919,0.8705882352941177,0.8622837370242215,0.8484429065743945,0.859515570934256,0.8592587593983163,0.007334320584872261,39
2.5470149993896483,0.2622758297311112,0.044920158386230466,0.003098618880184695,100,1,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.9529737206085753,0.9508650519031142,0.960553633217993,0.9508650519031142,0.9550173010380623,0.9540549517341719,0.00359663620129088,15
2.468423843383789,0.11450122977628677,0.5862690925598144,0.039833508350828314,100,1,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.9488243430152143,0.9557093425605536,0.956401384083045,0.9557093425605536,0.9570934256055363,0.9547475675649805,0.0030057534953164488,13
2.7381901264190676,0.2859071625701307,0.04482455253601074,0.002552124768920241,100,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.9529737206085753,0.9508650519031142,0.960553633217993,0.9508650519031142,0.9550173010380623,0.9540549517341719,0.00359663620129088,15
0.4590578079223633,0.035412630768877344,0.1954798698425293,0.03236814061919021,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9557399723374828,0.9598615916955018,0.9688581314878892,0.9570934256055363,0.9633217993079585,0.9609749840868735,0.004719386432694854,3
2.2695340633392336,0.14189342722126483,0.04211215972900391,0.0009181823009079572,100,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.9529737206085753,0.9508650519031142,0.960553633217993,0.9508650519031142,0.9550173010380623,0.9540549517341719,0.00359663620129088,15
0.40462632179260255,0.01647906989863422,0.18707237243652344,0.017003251724079627,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.9654218533886584,0.9570934256055363,0.9584775086505191,0.9557093425605536,0.9626297577854671,0.959866377598147,0.003616593461516484,4
2.590712642669678,0.17664034058200373,0.04422454833984375,0.0024573187909655726,100,0.001,linear,"{'C': 100, 'gamma': 0.001, 'kernel': 'linear'}",0.9529737206085753,0.9508650519031142,0.960553633217993,0.9508650519031142,0.9550173010380623,0.9540549517341719,0.00359663620129088,15
0.5105141162872314,0.05691365589028335,0.29946579933166506,0.00597336278863348,100,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.9453665283540802,0.9487889273356401,0.9480968858131488,0.9384083044982698,0.9453287197231834,0.9451978731448645,0.0036727034311371917,33
2.3127931118011475,0.17406850676060096,0.044514036178588866,0.0034630513415433704,100,0.0001,linear,"{'C': 100, 'gamma': 0.0001, 'kernel': 'linear'}",0.9529737206085753,0.9508650519031142,0.960553633217993,0.9508650519031142,0.9550173010380623,0.9540549517341719,0.00359663620129088,15
0.6768320083618165,0.014629348492676312,0.47351746559143065,0.013879986508045518,100,0.0001,rbf,"{'C': 100, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9142461964038727,0.9273356401384083,0.9197231833910035,0.9155709342560554,0.9155709342560554,0.918489377689079,0.004792031873749524,37
15.931724739074706,0.9379280583360927,0.05941338539123535,0.02759967021163188,1000,1,linear,"{'C': 1000, 'gamma': 1, 'kernel': 'linear'}",0.9543568464730291,0.9515570934256056,0.960553633217993,0.9536332179930795,0.9557093425605536,0.9551620267340521,0.0030116470798941678,8
1.717321014404297,0.045945184754582744,0.5648596286773682,0.047233157114784804,1000,1,rbf,"{'C': 1000, 'gamma': 1, 'kernel': 'rbf'}",0.9488243430152143,0.9557093425605536,0.956401384083045,0.9557093425605536,0.9570934256055363,0.9547475675649805,0.0030057534953164488,13
17.19185342788696,0.8911551980648887,0.04331197738647461,0.003868035476586618,1000,0.1,linear,"{'C': 1000, 'gamma': 0.1, 'kernel': 'linear'}",0.9543568464730291,0.9515570934256056,0.960553633217993,0.9536332179930795,0.9557093425605536,0.9551620267340521,0.0030116470798941678,8
0.4691458702087402,0.04943107798653173,0.1684642791748047,0.011346594354748791,1000,0.1,rbf,"{'C': 1000, 'gamma': 0.1, 'kernel': 'rbf'}",0.9529737206085753,0.9550173010380623,0.9640138408304498,0.9543252595155709,0.956401384083045,0.9565463012151406,0.0038940813767698004,5
16.73962559700012,1.172123942845166,0.04082121849060059,0.002047358967163829,1000,0.01,linear,"{'C': 1000, 'gamma': 0.01, 'kernel': 'linear'}",0.9543568464730291,0.9515570934256056,0.960553633217993,0.9536332179930795,0.9557093425605536,0.9551620267340521,0.0030116470798941678,8
0.602757453918457,0.06448090134653363,0.14015884399414064,0.003089471198643405,1000,0.01,rbf,"{'C': 1000, 'gamma': 0.01, 'kernel': 'rbf'}",0.9640387275242047,0.960553633217993,0.9695501730103806,0.9598615916955018,0.9612456747404844,0.9630499600377129,0.003546356314377972,2
16.56699867248535,0.8897795833951972,0.044712066650390625,0.0033402576146755285,1000,0.001,linear,"{'C': 1000, 'gamma': 0.001, 'kernel': 'linear'}",0.9543568464730291,0.9515570934256056,0.960553633217993,0.9536332179930795,0.9557093425605536,0.9551620267340521,0.0030116470798941678,8
0.48802847862243653,0.036132570901027575,0.20985851287841797,0.008991766625192679,1000,0.001,rbf,"{'C': 1000, 'gamma': 0.001, 'kernel': 'rbf'}",0.9619640387275242,0.9522491349480969,0.9577854671280277,0.9501730103806229,0.9584775086505191,0.9561298319669582,0.004308925965615303,6
15.282637786865234,1.5310808194368573,0.04017858505249024,0.004412986487766563,1000,0.0001,linear,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'linear'}",0.9543568464730291,0.9515570934256056,0.960553633217993,0.9536332179930795,0.9557093425605536,0.9551620267340521,0.0030116470798941678,8
0.5315940856933594,0.034264412325607334,0.36418914794921875,0.07698002603602408,1000,0.0001,rbf,"{'C': 1000, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9446749654218534,0.9460207612456747,0.942560553633218,0.9370242214532872,0.9418685121107266,0.9424298027729521,0.003081823825961213,34
