MAV_1,ZC_1,SSC_1,WL_1,VAR_1,IEMG_1,RMS_1,MAV_2,ZC_2,SSC_2,WL_2,VAR_2,IEMG_2,RMS_2,MAV_3,ZC_3,SSC_3,WL_3,VAR_3,IEMG_3,RMS_3,MAV_4,ZC_4,SSC_4,WL_4,VAR_4,IEMG_4,RMS_4,MAV_5,ZC_5,SSC_5,WL_5,VAR_5,IEMG_5,RMS_5,MAV_6,ZC_6,SSC_6,WL_6,VAR_6,IEMG_6,RMS_6,WL_sum,Label
0.01289225303192498,72,127,2.301737420958856,0.0004607882284152904,3.223063257981245,0.02148304419887652,0.006533121145794329,63,130,1.1353362831880238,8.074900267424839e-05,1.6332802864485823,0.00898840437959296,0.004378186560516852,87,168,1.0138707538950908,2.4118559471150175e-05,1.094546640129213,0.004911358782895811,0.003847830185263764,96,155,1.0687906112486139,2.008444808961184e-05,0.961957546315941,0.004483058917984047,0.0015990907316863368,55,163,0.361510090845263,1.2077258518279552e-05,0.3997726829215842,0.003478900933557662,0.004588348688652971,88,165,1.2026141985705654,4.0100530403194e-05,1.1470871721632427,0.006333813751622393,0.7539945656511551,0
0.011622799881559594,69,130,2.5252740202255115,0.00033085792284202284,2.9056999703898985,0.018190127867325805,0.004541281648299481,88,126,1.0784836255770032,4.060080724820687e-05,1.1353204120748703,0.006372746694903726,0.0041834733356590345,84,169,1.0021180168452568,2.1395522314068974e-05,1.0458683339147585,0.004625642831713477,0.003960421912056743,104,172,1.0819959563213883,1.96378351783751e-05,0.9901054780141858,0.004431473608169987,0.001055382562543283,97,190,0.3666129055131453,5.6541087393928186e-06,0.2638456406358207,0.002377946563280517,0.004168787812887269,87,160,1.0677240631479832,3.749138201980432e-05,1.0421969532218172,0.006123687763048821,0.6960700825929695,0
0.01761855173582904,60,93,3.5437022671285128,0.0007276996777325617,4.40463793395726,0.026976278841168242,0.00452791945894208,101,134,1.2592655493970788,3.791939767617628e-05,1.13197986473552,0.0061581385499925355,0.004296246239294879,84,166,0.9688369467774367,2.1332931540889008e-05,1.0740615598237198,0.004618759036683114,0.004022036021758785,88,170,1.0009586955919119,1.9933768606051943e-05,1.0055090054396965,0.004464738201400239,0.0009272472507106761,98,214,0.29159271722552477,4.285476037197891e-06,0.23181181267766904,0.0020702800055989153,0.004558257504269948,76,153,1.1165139638936918,4.206328705908602e-05,1.1395643760674872,0.006485755264587294,0.8904346525811044,0
0.014422834287888247,71,108,3.081297383780836,0.0003628676573606381,3.6057085719720616,0.019049697661857854,0.004640807353560992,79,121,1.1643357441290365,3.8107982789711245e-05,1.1602018383902482,0.00617639569715848,0.0040735988881972045,89,166,1.02353078270699,2.0698550129231968e-05,1.018399722049301,0.004550339622613103,0.0039696359751954,90,165,1.025676647230128,2.0119316011148186e-05,0.99240899379885,0.0044856050074662136,0.0009596652618083347,114,207,0.3426148341803983,4.404896862169347e-06,0.2399163154520837,0.0020992859722586063,0.0051256560385214926,63,153,1.0405309054793626,3.974346873232059e-05,1.2814140096303732,0.006304364496816837,0.7949440384577178,0
0.014654160313020975,74,111,3.276626455160212,0.00039473649491509943,3.663540078255244,0.019868715260877575,0.004440023874714717,95,121,1.1914327151522528,3.642359873077008e-05,1.1100059686786792,0.006035218056661318,0.003689879564019612,88,159,0.9939753651470374,1.811750902012457e-05,0.922469891004903,0.004256526395735888,0.004271661372903612,100,162,1.1479029829978247,2.1665318215054425e-05,1.067915343225903,0.00465465533806156,0.0009669150883904487,105,184,0.35401514844789894,4.308667870042137e-06,0.24172877209761218,0.002075781778596978,0.004287297957430255,60,154,0.9309649855668665,3.2618530204794205e-05,1.0718244893575637,0.005711301920945635,0.8254077621289555,0
0.014819906616571413,78,111,3.47948563751129,0.00041447623242939316,3.704976654142853,0.020360485534026782,0.003922092615363877,104,125,1.165768747871409,2.783794661934124e-05,0.9805231538409693,0.005276476148704301,0.004074425417169433,93,160,0.9964063689129088,2.0108382333563895e-05,1.0186063542923582,0.004484241508974643,0.0041841424339803856,97,165,1.0772240166300122,2.03696514530288e-05,1.0460356084950964,0.004513460697646996,0.0004268563676257731,77,190,0.1565120988294615,1.3799844166460925e-06,0.10671409190644328,0.0011747477725427777,0.004539062876933957,64,138,0.9738106579048815,3.374471942142192e-05,1.1347657192334892,0.005809458253896901,0.8170663924499306,0
0.019919494625216343,59,99,3.7438644044103793,0.0007856169434871552,4.979873656304086,0.028029345647063792,0.0038123852280836927,109,128,1.0944217969282004,2.5524461806836598e-05,0.9530963070209232,0.0050522172371802385,0.004435865034960302,97,156,1.0651098233071066,2.1644262862885167e-05,1.1089662587400755,0.004653077070467362,0.004305752327310724,84,159,0.9662230747189215,2.155856644982618e-05,1.076438081827681,0.004643169874233254,0.0005205586957654421,84,209,0.21204599575077243,1.9476721349047133e-06,0.13013967394136053,0.0013959538716676711,0.005418773619416101,61,135,1.151404784548891,5.086761962754105e-05,1.3546934048540251,0.0071353784664597185,0.8873126369588421,0
0.019370892201271694,58,109,3.820329495814378,0.0006686175638176867,4.8427230503179235,0.02585781617142249,0.003944207909904686,95,128,1.0780013811453903,2.7451209012774453e-05,0.9860519774761716,0.005239409093083102,0.004431651841195132,104,167,1.0985405762836755,2.195154728295697e-05,1.107912960298783,0.00468532820116071,0.004314089605555282,82,151,1.0251154447387765,2.3228353986804118e-05,1.0785224013888206,0.004819580586381883,0.0009152171707699801,116,202,0.3661316532318281,3.89197218104438e-06,0.22880429269249503,0.0019729957731956585,0.006010858854795342,73,144,1.2791865713192145,6.163064495114088e-05,1.5027147136988355,0.007850746981796239,0.919233862603782,0
0.015180198571462394,52,118,3.139500937607716,0.00047401778369481447,3.795049642865598,0.021778231771083945,0.004394634764782799,91,127,1.1387089407578732,3.811269964695222e-05,1.0986586911957,0.006174416901991164,0.004214225225060856,106,156,1.1273612585244779,2.3234436111605648e-05,1.053556306265214,0.0048202254035278405,0.0037763128569229267,89,158,1.0431016092858976,1.8836100833294975e-05,0.9440782142307317,0.004340069359908097,0.001111773596343131,108,192,0.40756318862665997,6.846919909561466e-06,0.27794339908578275,0.0026166680863155744,0.005695558285609129,79,153,1.2570781368794246,8.095225012485275e-05,1.4238895714022823,0.008997962728459832,0.8619013131655051,0
0.01628228407213549,72,108,3.5084978553666124,0.0005869525295434952,4.070571018033872,0.02422712554967491,0.004576345604595284,81,137,1.1887764088995136,3.650143145000842e-05,1.144086401148821,0.006041690112607323,0.0041837199862744395,92,152,1.0459726554911843,2.1769669507847363e-05,1.04592999656861,0.0046659211242658025,0.004258185735687961,96,159,1.0593776172525728,2.091708037478764e-05,1.0645464339219903,0.004574176645960831,0.000939203913124212,80,146,0.3034379041117346,4.621088582869008e-06,0.234800978281053,0.0021496931891537654,0.0058989996158052855,81,154,1.273103374097235,6.477379472001295e-05,1.4747499039513214,0.008048743542589666,0.910600411966022,0
