MAV_1,ZC_1,SSC_1,WL_1,VAR_1,IEMG_1,RMS_1,MAV_2,ZC_2,SSC_2,WL_2,VAR_2,IEMG_2,RMS_2,MAV_3,ZC_3,SSC_3,WL_3,VAR_3,IEMG_3,RMS_3,MAV_4,ZC_4,SSC_4,WL_4,VAR_4,IEMG_4,RMS_4,MAV_5,ZC_5,SSC_5,WL_5,VAR_5,IEMG_5,RMS_5,MAV_6,ZC_6,SSC_6,WL_6,VAR_6,IEMG_6,RMS_6,Label
5.046359329049826,85,159,1450.8003090549646,51.14564948223657,1261.5898322624566,7.151951815775595,9.187144731697327,43,119,1596.656938966721,136.84356439503486,2296.7861829243316,11.708181388086992,3.388793080806517,102,164,1234.436709815045,34.65783763355571,847.1982702016293,5.887267331375117,4.373892392674633,111,159,1524.050183758481,43.726499764785856,1093.4730981686582,6.618895455425701,5.178125957653759,71,146,1275.8548742233174,49.38280963972912,1294.5314894134397,7.038425900663247,12.86607722718608,58,115,2369.856279908505,321.1111901574919,3216.51930679652,17.920418244185562,0
4.637654432567405,104,147,1523.9484482209787,48.27814806491964,1159.4136081418515,6.9483272321193095,5.312070840739689,101,159,1697.2181811277223,58.83317912899959,1328.0177101849222,7.673296104018724,3.26253191197901,133,163,1261.4418657839315,30.741292582648477,815.6329779947525,5.544530632725782,4.177874928323709,130,161,1499.0580201383286,40.47044660468998,1044.468732080927,6.361647168997843,5.004538357965025,63,130,1209.4460477082814,52.134959582040885,1251.1345894912563,7.2205407985964545,10.039803258655809,68,129,2360.129507150886,188.58404353037503,2509.9508146639523,13.74234901241358,0
3.8747299078752913,96,146,1238.6434067246341,32.757743361360106,968.6824769688228,5.723613357485834,4.829061251338999,120,157,1759.0745804901271,54.90704404243733,1207.2653128347497,7.409973708559183,2.971790247393021,115,157,1114.2618339229045,27.170782131197733,742.9475618482553,5.212656366158958,4.445200883374103,121,166,1663.103656007743,48.96004912437862,1111.3002208435257,6.9972176461209825,4.9825532892488775,70,129,1289.4741040024142,50.21865464727009,1245.6383223122193,7.086729119914799,11.585460751967279,75,140,2367.5421769799077,290.0127653709003,2896.3651879918198,17.0298639835211,0
4.421440114961024,104,149,1455.315428298306,43.61397272056662,1105.360028740256,6.604129547036692,4.105217306029718,100,150,1301.4979169336557,36.85847154560476,1026.3043265074293,6.071223960953163,2.448476516398968,121,164,919.7668516686565,16.567932365340653,612.1191290997419,4.070938305961914,3.9142932539783177,119,157,1493.1314286668194,39.66757801170125,978.5733134945795,6.298414000540845,4.773935707996164,84,155,1387.2876152513759,41.28338645602604,1193.483926999041,6.425314815638042,9.642694885271576,73,132,2263.2502025410017,179.33657820195353,2410.673721317894,13.392347929321348,0
3.564484396339276,107,152,1111.173274010288,24.879859052925568,891.121099084819,4.988448554340477,4.454462052485437,124,159,1600.6751416034328,47.310403442718126,1113.6155131213593,6.878264208965999,2.3227037854415893,112,157,839.622235485478,13.949740445977488,580.6759463603973,3.735198544116147,3.5464655660566478,122,157,1372.2115429218302,34.83150339627668,886.6163915141619,5.902038093689418,4.625505908598667,80,145,1323.4120234025415,41.508027523051965,1156.3764771496667,6.442877248515062,10.634794596186303,63,121,2153.791854234556,231.05138066500749,2658.6986490465756,15.200390930971531,0
3.5046543547849156,97,146,1055.2538978234406,26.47530790253038,876.1635886962289,5.145555839267715,5.142467742282078,122,149,1908.3833746002474,62.165791797878,1285.6169355705197,7.884612558081989,3.159420824762332,133,164,1238.025498892951,26.06690977659914,789.855206190583,5.105582430457124,3.939234352117395,124,165,1506.3577957812647,39.39209524718654,984.8085880293488,6.276527635826596,4.405155528438451,76,143,1131.418299773255,46.3411663032512,1101.2888821096128,6.80757499111622,10.321545008157024,62,128,2130.8791021655943,221.38293387700097,2580.386252039256,14.878944585047,0
2.98206086353713,96,145,853.4834231001585,20.924062977095055,745.5152158842825,4.574655345577231,4.593879352742439,123,154,1634.0878271709084,48.8961403051247,1148.4698381856097,6.992638343806508,2.785886523560479,118,165,1026.4657660402427,19.755487700180222,696.4716308901197,4.444716360209692,5.276533097253309,121,159,2001.6640436352254,69.22850268402726,1319.1332743133273,8.320467904086833,4.1791709602536145,79,142,1199.9767445749148,39.10677803258941,1044.7927400634037,6.253760082142691,9.512875735725695,69,130,2040.5211244040374,189.22772677677378,2378.2189339314236,13.760237885473508,0
2.8857585052875656,101,144,865.3408232571315,16.047841901677508,721.4396263218914,4.006067762498075,3.9365558991064344,127,156,1490.4216960662866,34.47833583247406,984.1389747766086,5.873071508418487,2.6927616560522067,116,171,1005.158488480451,21.63342235368494,673.1904140130517,4.6512191541898495,4.72961935364195,103,146,1684.6908112789652,54.66723714366397,1182.4048384104874,7.393920850778847,4.770672928964069,94,149,1482.7371759297946,46.866178695415385,1192.6682322410172,6.846022148338192,9.205067402501635,77,136,2120.518530562362,164.43177624882767,2301.266850625409,12.835974359683334,0
2.9523832063307847,104,137,901.0382206700434,17.16240570177841,738.0958015826961,4.143669814732029,4.662571571399121,122,153,1683.99226047321,48.19948011249246,1165.64289284978,6.942687199390783,2.8207664228824973,126,173,1077.026906376982,22.372780444934598,705.1916057206244,4.730249482151396,3.5539195052018835,119,153,1264.4324032081588,31.64438936631739,888.4798763004709,5.6253423114855305,4.183367864531117,92,143,1175.2313181469676,33.44498087689701,1045.8419661327794,5.783786294206716,11.222103082304018,65,130,2370.257923853773,261.13825482215594,2805.5257705760046,16.161090102277317,0
3.25676320999546,100,145,924.5201721261326,18.880181107552115,814.190802498865,4.345705139455287,4.836099436318737,117,160,1741.3013839699272,59.375427052240056,1209.0248590796841,7.705557712199306,2.7939110608138935,126,164,1065.7878089095134,24.830573384673965,698.4777652034734,4.983348588719478,3.0768631517970535,127,163,1116.8512946448682,24.326693854160798,769.2157879492634,4.932836429334703,5.068455586055911,80,127,1236.891000026061,50.68850653687608,1267.1138965139776,7.119664671872476,13.04577773920669,70,111,2619.7778066395595,346.13086945805946,3261.4444348016723,18.60670569719013,0
3.169280227604356,94,138,851.6848757267621,17.74454897479978,792.320056901089,4.212459153014252,5.3938477593864915,99,164,1883.5888725068685,58.53315637434704,1348.461939846623,7.650725395177967,2.552189508448262,124,169,986.6086647836487,19.231580777567224,638.0473771120655,4.3854755348833825,3.9443403488387476,129,160,1482.6410887280301,42.2905622479768,986.0850872096869,6.503222341614119,4.9691197618983605,83,142,1355.885742989883,47.723471489703606,1242.2799404745901,6.908465304408197,13.405244193975246,73,120,2654.928758843225,373.3496728672587,3351.3110484938115,19.324360080155394,0
