MAV,ZC,SSC,WL,VAR,IEMG,RMS,Label
3.956946586815348,79,121,753.9945656511582,36.557486899360086,989.2366467038371,6.051584876817184,0
3.1576342701521836,81,118,696.0700825929821,22.693983496417918,789.4085675380459,4.763899153147151,0
4.000631066766537,72,111,890.4346525811574,35.69842983551338,1000.1577666916342,5.974849701992405,0
3.6567780618529047,67,124,794.9440384577248,23.198323035078825,914.1945154632261,4.816647743212129,0
3.6187740484180253,74,115,825.4077621289191,23.444974933605973,904.6935121045063,4.842034189132804,0
3.5585871858649925,74,114,817.0663924499838,21.53034809620707,889.6467964662481,4.64065772187694,0
4.274049268228757,65,99,887.3126369588658,34.888289205702094,1068.5123170571892,5.907308234325722,0
4.257943748229219,70,101,919.2338626037788,31.23284997226036,1064.4859370573047,5.588655130617105,0
3.8371342968405218,82,123,861.90131316554,32.85218170225548,959.2835742101305,5.733079194174597,0
4.102274771732746,79,110,910.600411966106,31.274237110288844,1025.5686929331864,5.592518789075968,0
3.8422985936031875,77,116,897.2625707688235,26.011741557740944,960.5746484007968,5.100193999783783,0
8.693331782568487,60,112,1673.0459513336648,140.80641495952452,2173.3329456421216,11.868504386562021,0
20.822556861815634,68,93,4305.283708688949,834.5946320655,5205.639215453909,28.88941173964461,4
47.56303026671227,75,107,10701.579374925537,3489.2972172976824,11890.757566678067,59.07872851129557,4
58.14973554338299,64,103,12148.768702823956,5068.559899999254,14537.433885845747,71.19479316324147,4
49.65476705409834,66,103,10548.596893242393,4204.296019419494,12413.691763524586,64.84142770337738,4
40.372642779779916,75,105,8677.656161082134,2985.1956190038,10093.16069494498,54.63745418653291,4
33.65948706783806,62,114,7111.6747612546715,2117.761739959166,8414.871766959513,46.01921691016509,4
23.2278197003697,70,109,4826.906970674803,849.7383549589753,5806.954925092425,29.151639289455222,4
19.9020422469736,70,99,4058.9946734733326,654.7353964917558,4975.5105617434,25.58786931139866,4
15.149895604794862,68,102,3280.3970854622817,405.39549867236383,3787.4739011987153,20.138360669738493,4
12.274997803903814,70,112,2814.0543530826358,275.5607899963948,3068.7494509759536,16.601067602315453,4
10.755739429523496,64,111,2172.3636377551843,203.80414303356034,2688.934857380874,14.275998968543915,4
8.698925442886376,66,115,1599.62351551751,141.89080929437037,2174.731360721594,11.914018315599911,0
4.8355473039491255,63,113,929.6643733310004,43.98387006167461,1208.8868259872813,6.632847852496263,0
4.135867418627917,56,110,801.9250451268284,30.801156594591863,1033.9668546569794,5.549884679258678,0
3.8690230499070775,69,130,797.7990722108775,28.345763280348503,967.2557624767694,5.325922194163111,0
4.347240747883471,59,105,783.1660511514506,36.74312205244639,1086.8101869708678,6.062569360790694,0
4.282583157690485,62,102,857.9301626314566,32.6007799355544,1070.6457894226214,5.709714474135268,0
4.16149181500125,67,107,856.7102212912594,29.757015621393336,1040.3729537503125,5.45545060505766,0
7.998918975281241,70,108,1776.8453459180123,117.79868240017291,1999.7297438203104,10.854488774402416,0
24.737862646390663,67,106,5290.322670995973,1176.8526303541598,6184.4656615976655,34.30847308170787,4
44.17257685219503,74,111,10066.502409960878,3303.866288500554,11043.144213048758,57.48122359719039,4
55.064434257388804,74,104,12737.776044749717,5518.9925774177045,13766.108564347202,74.2899225661108,4
51.997846187948696,77,106,12010.856934378524,4574.295786366852,12999.461546987173,67.64614709090971,4
52.860722447463885,73,111,11643.688231147507,4653.345703686701,13215.180611865972,68.21803992926442,4
52.22578995449383,75,104,12082.991595009895,4298.208500287897,13056.447488623457,65.56231672028356,4
38.5873328635798,74,103,8528.050851254644,2633.70450473961,9646.83321589495,51.32015245875182,4
23.395376671874033,75,102,5378.404152343372,949.7433516338367,5848.844167968508,30.818006740335807,4
15.2073208677378,69,111,3321.1626736300523,428.83727399825176,3801.8302169344497,20.708717407940792,4
8.85688726935907,65,109,1996.0889912473535,182.28191108605554,2214.2218173397678,13.50214531686313,4
7.900867563491843,66,110,1465.6596130400808,131.91977805233986,1975.216890872961,11.486209541717754,0
5.804764991219969,52,110,1071.9565259712813,61.738076168432734,1451.1912478049921,7.857376097126721,0
3.7284632162812525,59,109,758.3083530179074,21.961173626566623,932.1158040703132,4.68719201820782,0
3.247204211243131,73,112,687.368790454617,21.628512290612893,811.8010528107827,4.650649172391889,0
3.9126532145604447,75,112,801.960110791139,29.920054747082517,978.1633036401112,5.470119748878989,0
3.775051990691159,65,116,753.1569873466821,24.616101278257226,943.7629976727897,4.9615908412779515,0
4.539428577674636,66,113,956.7536633627255,37.015321994277144,1134.8571444186591,6.084032463254265,0
7.125406779084047,63,106,1464.6942149498961,106.58344562409178,1781.3516947710118,10.324030811985077,0
9.174356164418866,67,100,1915.3824013578426,147.3231858989981,2293.589041104716,12.13963193648632,4
21.707567368807133,59,106,4274.7317018258245,973.4761574277338,5426.891842201783,31.201282331176873,4
32.557877826797245,74,108,7299.507869291374,1801.2656495279848,8139.469456699312,42.441596778458596,4
47.46025198029625,73,94,10242.410993496193,3558.5250984708828,11865.062995074062,59.65373245016312,4
50.12829796883928,78,106,11308.951836227752,4198.311385972951,12532.07449220982,64.79787989520038,4
55.050658445090505,69,99,11874.662389674544,4770.605908217533,13762.664611272627,69.07039077531196,4
50.662889156856195,75,114,11619.784556320845,4498.993654493955,12665.722289214049,67.07495025227053,4
37.36675082147819,70,106,8167.984565003381,2383.2118863755572,9341.687705369548,48.81882187255009,4
16.465393164757355,73,122,3696.2238188462943,625.522649398049,4116.348291189339,25.011192215346995,4
8.175099675056721,50,109,1520.3105656602593,146.1987516108015,2043.7749187641803,12.092584768149521,0
