MAV_1,ZC_1,SSC_1,WL_1,VAR_1,IEMG_1,RMS_1,MAV_2,ZC_2,SSC_2,WL_2,VAR_2,IEMG_2,RMS_2,MAV_3,ZC_3,SSC_3,WL_3,VAR_3,IEMG_3,RMS_3,MAV_4,ZC_4,SSC_4,WL_4,VAR_4,IEMG_4,RMS_4,MAV_5,ZC_5,SSC_5,WL_5,VAR_5,IEMG_5,RMS_5,MAV_6,ZC_6,SSC_6,WL_6,VAR_6,IEMG_6,RMS_6,WL_sum,Label
0.3620592227726132,98,162,134.38517500219157,0.32845737850637446,90.5148056931533,0.5731253075723151,0.3434990173094699,115,168,119.70411292247383,0.30184718304928193,85.87475432736748,0.5496707692812541,0.30015177735042603,131,172,121.04558269274105,0.26647905809208544,75.0379443376065,0.5162650782884336,0.4759556727190882,87,153,123.70875736709773,0.4314852210189236,118.98891817977204,0.6569063842965261,0.7683192758488635,47,93,114.8832611129325,0.9689248962339784,192.07981896221588,0.9848277303392274,0.3095494540739017,119,168,116.07351785686751,0.27244127501022497,77.38736351847542,0.5219686310857871,58.359391836203294,0
0.30932435364189553,114,159,110.12273265204934,0.25116612237586067,77.33108841047388,0.5011651963389934,0.3951134388024193,106,169,147.60621618163557,0.4365979696488251,98.77835970060482,0.6607676764061142,0.31650764865678666,128,174,130.67713290860166,0.30051431345538576,79.12691216419667,0.5481966078353251,0.5676270718100057,91,152,162.7418021330824,0.7043648912408467,141.90676795250144,0.8392646131280415,0.9243910849353341,42,101,146.0403122738087,1.6088477381771724,231.09777123383353,1.2684277555750023,0.321066746607384,120,162,116.33381692617318,0.25390818792978237,80.266686651846,0.5039354599685175,61.63771898998769,0
0.2684597523443442,102,154,88.53373964227254,0.18689402402506308,67.11493808608606,0.43231261548306604,0.42679105931630995,112,164,160.96476526930425,0.4661287398268695,106.69776482907749,0.6827654317649431,0.23541121182006394,117,164,92.9765024571647,0.18629496797460143,58.85280295501599,0.4316232020957742,0.5559479092866773,107,150,166.91138802013654,0.6278055314852953,138.98697732166931,0.7923557700192817,0.8656510609191669,54,111,138.001512042579,1.2643037797436196,216.41276522979172,1.1244136247614287,0.31242275775608586,104,162,108.95436114746093,0.23775502348348687,78.10568943902146,0.48769751218657525,52.856901104480656,0
0.3296066900625839,111,164,128.25006894555008,0.32419070307700754,82.40167251564598,0.5693840235296138,0.4035645384912442,121,161,150.21644752799472,0.41997299537360644,100.89113462281105,0.6480622152913889,0.25581828648938615,109,152,93.02333694750125,0.19778798864394415,63.954571622346535,0.44473546405827646,0.6009105879944623,91,152,171.07579992769178,0.7181793268780908,150.22764699861557,0.8474587691025302,1.0268708714024706,44,102,146.70647572887185,1.760706382990298,256.71771785061765,1.3269204476160117,0.3676920633080889,102,161,126.94122436843219,0.31848397028517206,91.92301582702223,0.5644220985223541,66.38435289117996,0
0.3296059412508188,110,167,121.98797080751073,0.3341549644520924,82.40148531270471,0.5780808977854811,0.408063210925376,104,163,143.52122565635509,0.40364645674577504,102.015802731344,0.6353638243028892,0.3030269477864548,111,162,106.99949206015145,0.22033237797963268,75.7567369466137,0.46939805829506914,0.4794697126795589,81,138,137.43449714349435,0.4589381329419002,119.86742816988972,0.677584158725478,0.7704287986898105,56,124,133.54948445334702,1.2119858232123106,192.60719967245262,1.1009076899771602,0.3590502453212939,115,166,130.7011325918052,0.3329047179445828,89.76256133032348,0.5769809844601478,60.335259805282455,0
0.3034427000601833,108,166,106.01681406502723,0.25299689487288507,75.86067501504583,0.503018935536952,0.34479909462784125,126,157,128.193458353167,0.2721866400432761,86.19977365696032,0.5217469038051635,0.2623005625760932,122,160,100.57847487630235,0.20660635094702176,65.57514064402329,0.45454007544069513,0.5613581959345507,90,151,156.49083645431762,0.6899146120246297,140.33954898363768,0.8306788997690908,0.8591122347068656,44,123,129.89426014058338,1.3094466157431062,214.7780586767164,1.1453300679667486,0.24552886702150728,110,156,87.40395108214251,0.17084611694539473,61.38221675537682,0.4133520574899211,55.489519436103414,0
0.3548482172972292,99,160,132.87515294501975,0.3261597326517018,88.7120543243073,0.5711411051371889,0.3596770753182316,123,162,124.85386930807621,0.30212175592003265,89.91926882955791,0.5496563776685192,0.2955020209186915,121,171,115.91659235992877,0.26486426760620224,73.87550522967287,0.5146496748657001,0.45072791724777256,77,147,115.86472798701958,0.4189236389106285,112.68197931194314,0.647243415181005,0.8849576835743246,49,102,134.80965644669948,1.2143018351576833,221.23942089358115,1.1026894629212782,0.3819629190095091,112,160,137.60221532205517,0.3633829065578768,95.49072975237728,0.6028232209516471,60.12354433308807,0
0.3432116971000453,105,166,127.39962936674786,0.3084928938738062,85.80292427501132,0.5554344201235522,0.37142012946028125,131,180,137.77095295652475,0.32491689741159446,92.85503236507031,0.5700567748002744,0.24341933133606283,130,171,96.05234224937263,0.17494034507726836,60.85483283401571,0.4182774036912108,0.5460101337784707,82,142,148.04872597624842,0.6155169466482846,136.50253344461768,0.7845546737648833,1.0425824646326987,36,91,134.47938706887817,1.7798263169915631,260.6456161581747,1.3341014466156746,0.36312147580021403,106,157,125.08005360695047,0.3368031222132326,90.78036895005351,0.580446263744254,62.24450249762927,0
0.23661937262854954,115,158,82.4113649638692,0.14969000235511704,59.154843157137385,0.3869001602335178,0.3297439411015085,117,162,119.71268398925157,0.27724304304676695,82.43598527537712,0.5265392921852274,0.26017457592880405,122,175,101.39326270753938,0.2067860356594306,65.04364398220102,0.4547374320480727,0.5412333675764942,94,163,169.4222475610187,0.59232133596716,135.30834189412354,0.7697031972192968,1.0256252060623778,40,105,152.59373878491397,1.687447800833075,256.40630151559446,1.2992843137020462,0.41033200729404906,119,171,153.07089807915696,0.44529960107929745,102.58300182351226,0.6673213118835493,63.137186472871726,0
0.263997985284184,110,161,89.56551107694415,0.1822610644778791,65.999496321046,0.42703613632763016,0.3734113773107869,113,168,143.25928863818942,0.3806757573001907,93.35284432769672,0.6169902524404258,0.2519805914571193,126,174,91.04486117584072,0.1985796405628918,62.99514786427983,0.44562405765924407,0.6045715667615862,88,149,158.59417361031228,0.7262478173121714,151.14289169039654,0.8522116464750803,1.1351469353403931,42,89,160.4295406518629,2.1685526474350247,283.7867338350983,1.472600727684474,0.34904265363238085,115,155,125.31348046561804,0.29523949566551055,87.26066340809521,0.5433792862561443,58.98597715365016,0
