MAV_1,ZC_1,SSC_1,WL_1,VAR_1,IEMG_1,RMS_1,MAV_2,ZC_2,SSC_2,WL_2,VAR_2,IEMG_2,RMS_2,MAV_3,ZC_3,SSC_3,WL_3,VAR_3,IEMG_3,RMS_3,MAV_4,ZC_4,SSC_4,WL_4,VAR_4,IEMG_4,RMS_4,MAV_5,ZC_5,SSC_5,WL_5,VAR_5,IEMG_5,RMS_5,MAV_6,ZC_6,SSC_6,WL_6,VAR_6,IEMG_6,RMS_6,WL_sum,Label
0.48784741124313125,105,157,159.4843505994392,0.49913179005487057,121.96185281078282,0.707273323204096,0.3903445524383617,112,161,137.25790481767166,0.3923073988066787,97.58613810959042,0.626500544914991,0.2151762222797778,119,153,80.0371376997661,0.12755318851393144,53.794055569944454,0.35721474613645837,0.5407959369503342,81,135,136.62975635274233,0.5770047574877466,135.19898423758355,0.7604327027901971,1.1373434678963068,47,89,175.18203925993842,2.1342065986472307,284.3358669740767,1.4615596390205703,0.6081921915966976,61,133,134.64876974857873,0.6971833600666767,152.0480478991744,0.8349769136661872,68.23693410509131,0
0.386322655945692,117,149,134.3485870489465,0.39950310418645546,96.58066398642299,0.6320686630338216,0.39586528545550004,108,157,138.34121330814398,0.381053838988858,98.96632136387501,0.6172989223147876,0.26216737699183995,117,166,95.46180563157284,0.19633389887689748,65.54184424795999,0.44317540878678785,0.5648702960760397,64,126,121.61655810523058,0.556042664940121,141.21757401900993,0.7457235075672223,1.0222431563315821,46,83,158.430427110555,1.669676183726303,255.56078908289552,1.29219507586551,0.6944419086815441,68,133,156.29810634105547,0.872945277509595,173.61047717038602,0.9344761238591881,64.17984359833122,0
0.41019455813303474,106,144,133.74541591205684,0.40576238126474046,102.54863953325868,0.6369950038964765,0.40267483528100945,126,157,150.31669197193185,0.37098577273370553,100.66870882025236,0.609101497601082,0.255957051445114,136,170,99.39091206844272,0.19383291010005568,63.989262861278505,0.44044341253113667,0.5763186469032211,86,148,153.23667497168378,0.6473884198826756,144.07966172580527,0.8046097150801611,0.8090688612697612,53,119,141.08461567841252,1.0866442327273114,202.2672153174403,1.042450222074389,0.6094040422014091,66,134,139.53487336200342,0.6906758698373151,152.35101055035227,0.8310928227559209,70.31874239839237,0
0.5191482392356409,104,153,176.02575914744216,0.5982490956008035,129.78705980891021,0.7735192965304815,0.38980371052964163,112,159,139.71591770706186,0.3357232477477203,97.45092763241041,0.5794204981553666,0.27683658314015985,135,177,111.349893197306,0.2304411412932132,69.20914578503996,0.48004412642479527,0.5092225017308262,92,145,141.4907623082473,0.5327135393506095,127.30562543270653,0.72987895010479,0.8419054457873871,54,116,138.11326765379152,1.1920823475890394,210.4763614468468,1.0919280923338037,0.6927772986219028,64,124,160.37207860878317,0.8094746471449796,173.19432465547573,0.899762240716246,70.01774439391126,0
0.5230177611523587,108,151,179.67017301770488,0.6238612487779994,130.75444028808965,0.7899129206087852,0.4285059553103693,111,148,151.50023573546375,0.41443211169884997,107.12648882759233,0.6438259386214205,0.2169415982606178,116,168,83.28575532876118,0.15077437266324495,54.235399565154445,0.38830786374496545,0.5408234743110736,89,145,154.24298902644003,0.5801247624657851,135.2058685777684,0.7616875010692986,1.2380038652955832,42,82,164.46049251174128,2.642759519976737,309.5009663238958,1.6256569547077404,0.6265260151466923,68,122,127.68712085813529,0.6615921520018851,156.63150378667308,0.8134395555192975,71.1613419077109,0
0.4162573780681139,98,157,132.07960403187266,0.37687033941090314,104.06434451702847,0.6139061334300713,0.3456338812729333,108,159,122.72262483063008,0.28346060097608844,86.40847031823333,0.5324369935332504,0.21342880291323735,133,172,83.45501608267574,0.1533564652138814,53.35720072830934,0.3916300266185681,0.5361878095245027,80,145,152.52555252112575,0.6005289052587978,134.0469523811257,0.7750448974604616,0.8008785494814015,42,120,127.78617678159955,1.0032642177679691,200.21963737035037,1.0017433451792577,0.59996583759834,63,140,141.29986600768734,0.6409567377159403,149.991459399585,0.8006080453138804,64.55878385652551,0
0.4524845102062404,96,145,148.53511413165688,0.45491692579954235,113.12112755156011,0.674481994432096,0.40979762435312606,121,164,149.511024757685,0.3747461248772771,102.44940608828152,0.612179381406465,0.17439853948429418,113,164,61.2836582465882,0.08662128110320476,43.59963487107355,0.2943257570768149,0.5344276433038272,80,144,138.3732370081014,0.537629710236692,133.6069108259568,0.7332337471135199,1.041020985193881,48,107,154.89695424650697,1.6874451335607132,260.25524629847024,1.299100434571679,0.6786225609476512,71,130,166.34259342765415,0.8160053349066142,169.6556402369128,0.9033361576198714,67.75107525607403,0
0.46220995347199917,102,143,146.1131031219025,0.4460638887093719,115.55248836799979,0.6681261866468954,0.31129455926659455,108,157,108.84336464770277,0.2190596553246693,77.82363981664864,0.46810636751006546,0.17503638294585105,122,159,64.93875585384833,0.08188194519084648,43.75909573646276,0.28615327497208043,0.5840424010863222,85,143,151.43169717859328,0.6019724657500803,146.01060027158056,0.7760863805169916,1.0112574924062834,49,115,165.96459448711514,1.7877866776592288,252.81437310157082,1.3370823687986184,0.6221132902391135,70,125,134.06759202385086,0.6605281882177009,155.5283225597784,0.8127917320591551,62.07791959053122,0
0.46368587525024124,100,147,148.43456238138737,0.4697494444258298,115.9214688125603,0.685434064004591,0.39680367724007054,116,160,142.18172470541035,0.3537245416000794,99.20091931001764,0.5948669730391531,0.23218415327332032,129,162,88.72267736383564,0.1441797123309784,58.046038318330076,0.37972046837757967,0.6202791260897185,73,136,140.15188794896477,0.7055123740780537,155.06978152242962,0.8400163399135079,1.0101173025871224,45,100,153.87277824392703,1.6595529643312164,252.5293256467806,1.2882654197756285,0.6170571237007074,86,134,174.45779430149747,0.7115725874634062,154.26428092517685,0.8435587573356147,65.12891719511335,0
0.44290987942124976,93,148,134.07885646488702,0.4047436081295277,110.72746985531244,0.6361986422998144,0.4030830870934635,125,158,146.97894708651847,0.39679125957879763,100.77077177336588,0.6299149594127927,0.2586827440854132,109,174,96.54164070193148,0.2075130095056385,64.6706860213533,0.45554259823673243,0.6124655172788154,87,144,176.21461445935412,0.7392908875361016,153.11637931970384,0.8599234917929012,0.9260766950910809,50,107,146.280910562813,1.4026682793678666,231.51917377277024,1.1846102584232125,0.6834313594463269,72,113,147.6445249964175,0.7807684601163973,170.85783986158174,0.8836286253665324,71.71583059171394,0
